0	0
9.34	0
4.67	8.09
-4.67	8.09
-9.34	0
-4.67	-8.09
4.67	-8.09
9.34	0
16.77	9.68
9.68	16.77
0	19.36
-9.68	16.77
-16.77	9.68
-19.36	0
-16.77	-9.68
-9.68	-16.77
0	-19.36
9.68	-16.77
16.77	-9.68
19.36	0
16.77	9.68
21.28	21.28
12.16	27.53
1.39	30.07
-9.56	28.54
-19.23	23.16
-26.29	14.65
-29.81	4.16
-29.3	-6.89
-24.83	-17.01
-17.01	-24.83
-6.89	-29.3
4.16	-29.81
14.65	-26.29
23.16	-19.23
28.54	-9.56
30.07	1.39
27.53	12.16
21.28	21.28
23.51	34.33
12.89	39.56
1.22	41.59
-10.54	40.25
-21.46	35.65
-30.63	28.16
-37.32	18.39
-40.99	7.13
-41.34	-4.71
-38.34	-16.16
-32.23	-26.31
-23.51	-34.33
-12.89	-39.56
-1.22	-41.59
10.54	-40.25
21.46	-35.65
30.63	-28.16
37.32	-18.39
40.99	-7.13
41.34	4.71
38.34	16.16
32.23	26.31
23.51	34.33
23.84	48.39
12.04	52.59
-0.41	53.95
-12.84	52.4
-24.58	48.02
-34.99	41.06
-43.52	31.88
-49.7	20.99
-53.2	8.96
-53.83	-3.55
-51.56	-15.87
-46.51	-27.33
-38.96	-37.32
-29.3	-45.3
-18.06	-50.83
-5.85	-53.63
6.67	-53.53
18.84	-50.55
29.99	-44.85
39.52	-36.72
46.92	-26.62
51.8	-15.08
53.88	-2.73
53.06	9.77
49.37	21.74
43.03	32.54
34.36	41.59
23.84	48.39
22.49	63.3
9.29	66.53
-4.29	67.04
-17.7	64.8
-30.38	59.91
-41.82	52.57
-51.55	43.08
-59.16	31.82
-64.36	19.26
-66.92	5.91
-66.74	-7.68
-63.82	-20.96
-58.3	-33.38
-50.39	-44.43
-40.41	-53.66
-28.78	-60.7
-15.97	-65.25
-2.51	-67.13
11.05	-66.26
24.16	-62.68
36.29	-56.53
46.92	-48.07
55.64	-37.64
62.08	-25.67
65.97	-12.65
67.17	0.89
65.62	14.39
61.38	27.31
54.62	39.1
45.63	49.3
34.78	57.47
22.49	63.3
19.35	79.02
5.33	81.18
-8.85	80.87
-22.76	78.11
-35.97	72.97
-48.1	65.62
-58.76	56.27
-67.64	45.21
-74.46	32.78
-79.02	19.35
-81.18	5.33
-80.87	-8.85
-78.11	-22.76
-72.97	-35.97
-65.62	-48.1
-56.27	-58.76
-45.21	-67.64
-32.78	-74.46
-19.35	-79.02
-5.33	-81.18
8.85	-80.87
22.76	-78.11
35.97	-72.97
48.1	-65.62
58.76	-56.27
67.64	-45.21
74.46	-32.78
79.02	-19.35
81.18	-5.33
80.87	8.85
78.11	22.76
72.97	35.97
65.62	48.1
56.27	58.76
45.21	67.64
32.78	74.46
19.35	79.02
14.7	95.43
-0.8	96.55
-16.28	95.18
-31.33	91.33
-45.58	85.12
-58.64	76.71
-70.19	66.31
-79.92	54.19
-87.57	40.67
-92.96	26.1
-95.95	10.85
-96.44	-4.69
-94.44	-20.1
-90	-34.99
-83.22	-48.97
-74.29	-61.68
-63.43	-72.8
-50.93	-82.03
-37.11	-89.14
-22.33	-93.94
-6.97	-96.31
8.57	-96.18
23.88	-93.56
38.58	-88.52
52.28	-81.18
64.63	-71.74
75.3	-60.45
84.02	-47.59
90.56	-33.49
94.76	-18.53
96.51	-3.09
95.75	12.43
92.52	27.63
86.89	42.11
79.01	55.51
69.08	67.46
57.37	77.67
44.16	85.87
29.82	91.84
14.7	95.43
8.15	112.56
-8.33	112.55
-24.62	110.14
-40.4	105.38
-55.31	98.37
-69.04	89.27
-81.31	78.27
-91.83	65.59
-100.41	51.52
-106.84	36.36
-110.99	20.41
-112.78	4.03
-112.17	-12.43
-109.16	-28.63
-103.83	-44.22
-96.29	-58.87
-86.69	-72.26
-75.24	-84.11
-62.2	-94.17
-47.82	-102.22
-32.43	-108.09
-16.34	-111.66
0.09	-112.85
16.52	-111.64
32.6	-108.04
47.98	-102.15
62.34	-94.07
75.38	-83.99
86.8	-72.12
96.38	-58.72
103.9	-44.06
109.21	-28.46
112.19	-12.26
112.78	4.21
110.96	20.58
106.78	36.52
100.33	51.68
91.73	65.74
81.18	78.39
68.9	89.38
55.16	98.46
40.23	105.44
24.45	110.17
8.15	112.56
-0.1	130.32
-17.85	129.1
-35.26	125.46
-52.01	119.49
-67.8	111.3
-82.32	101.03
-95.31	88.88
-106.53	75.07
-115.76	59.87
-122.83	43.55
-127.62	26.42
-130.03	8.79
-130.01	-8.99
-127.58	-26.61
-122.76	-43.74
-115.67	-60.05
-106.41	-75.24
-95.18	-89.03
-82.17	-101.16
-67.63	-111.4
-51.83	-119.57
-35.06	-125.52
-17.65	-129.12
0.1	-130.32
17.85	-129.1
35.26	-125.46
52.01	-119.49
67.8	-111.3
82.32	-101.03
95.31	-88.88
106.53	-75.07
115.76	-59.87
122.83	-43.55
127.62	-26.42
130.03	-8.79
130.01	8.99
127.58	26.61
122.76	43.74
115.67	60.05
106.41	75.24
95.18	89.03
82.17	101.16
67.63	111.4
51.83	119.57
35.06	125.52
17.65	129.12
-0.1	130.32
-10.29	148.7
-28.84	146.23
-46.94	141.47
-64.3	134.47
-80.65	125.35
-95.72	114.25
-109.29	101.35
-121.13	86.86
-131.06	70.99
-138.92	54
-144.6	36.17
-147.99	17.76
-149.05	-0.93
-147.76	-19.6
-144.13	-37.97
-138.24	-55.73
-130.16	-72.62
-120.04	-88.36
-108.01	-102.71
-94.29	-115.44
-79.08	-126.34
-62.62	-135.26
-45.17	-142.04
-27.01	-146.58
-8.43	-148.81
10.29	-148.7
28.84	-146.23
46.94	-141.47
64.3	-134.47
80.65	-125.35
95.72	-114.25
109.29	-101.35
121.13	-86.86
131.06	-70.99
138.92	-54
144.6	-36.17
147.99	-17.76
149.05	0.93
147.76	19.6
144.13	37.97
138.24	55.73
130.16	72.62
120.04	88.36
108.01	102.71
94.29	115.44
79.08	126.34
62.62	135.26
45.17	142.04
27.01	146.58
8.43	148.81
-10.29	148.7
-22.24	167.66
-42.29	163.75
-61.72	157.46
-80.25	148.87
-97.61	138.12
-113.55	125.34
-127.83	110.74
-140.24	94.53
-150.61	76.93
-158.79	58.22
-164.65	38.65
-168.11	18.53
-169.12	-1.87
-167.66	-22.24
-163.75	-42.29
-157.46	-61.72
-148.87	-80.25
-138.12	-97.61
-125.34	-113.55
-110.74	-127.83
-94.53	-140.24
-76.93	-150.61
-58.22	-158.79
-38.65	-164.65
-18.53	-168.11
1.87	-169.12
22.24	-167.66
42.29	-163.75
61.72	-157.46
80.25	-148.87
97.61	-138.12
113.55	-125.34
127.83	-110.74
140.24	-94.53
150.61	-76.93
158.79	-58.22
164.65	-38.65
168.11	-18.53
169.12	1.87
167.66	22.24
163.75	42.29
157.46	61.72
148.87	80.25
138.12	97.61
125.34	113.55
110.74	127.83
94.53	140.24
76.93	150.61
58.22	158.79
38.65	164.65
18.53	168.11
-1.87	169.12
-22.24	167.66
-36.44	187.13
-57.53	181.76
-77.88	174.02
-97.21	164
-115.27	151.85
-131.83	137.72
-146.67	121.8
-159.59	104.29
-170.44	85.41
-179.07	65.43
-185.36	44.59
-189.23	23.17
-190.64	1.45
-189.56	-20.29
-186.01	-41.77
-180.04	-62.7
-171.72	-82.81
-161.16	-101.85
-148.5	-119.56
-133.9	-135.71
-117.56	-150.08
-99.69	-162.51
-80.51	-172.81
-60.29	-180.86
-39.28	-186.56
-17.76	-189.82
4	-190.6
25.7	-188.91
47.06	-184.75
67.82	-178.18
87.68	-169.29
106.41	-158.19
123.75	-145.03
139.47	-129.97
153.38	-113.23
165.29	-95.01
175.04	-75.55
182.51	-55.1
187.6	-33.94
190.25	-12.33
190.41	9.44
188.1	31.08
183.33	52.32
176.17	72.88
166.71	92.48
155.08	110.88
141.43	127.84
125.94	143.13
108.8	156.55
90.25	167.93
70.52	177.13
49.87	184.01
28.56	188.49
6.89	190.52
-14.87	190.07
-36.44	187.13
-52.76	207.1
-74.84	200.18
-96.05	190.92
-116.13	179.42
-134.84	165.81
-151.98	150.26
-167.33	132.94
-180.73	114.07
-192	93.86
-201.02	72.56
-207.69	50.4
-211.92	27.65
-213.67	4.57
-212.91	-18.56
-209.66	-41.47
-203.94	-63.89
-195.84	-85.57
-185.44	-106.24
-172.87	-125.67
-158.27	-143.62
-141.81	-159.89
-123.69	-174.29
-104.12	-186.64
-83.33	-196.8
-61.57	-204.66
-39.08	-210.11
-16.13	-213.11
7	-213.6
30.06	-211.59
52.76	-207.1
74.84	-200.18
96.05	-190.92
116.13	-179.42
134.84	-165.81
151.98	-150.26
167.33	-132.94
180.73	-114.07
192	-93.86
201.02	-72.56
207.69	-50.4
211.92	-27.65
213.67	-4.57
212.91	18.56
209.66	41.47
203.94	63.89
195.84	85.57
185.44	106.24
172.87	125.67
158.27	143.62
141.81	159.89
123.69	174.29
104.12	186.64
83.33	196.8
61.57	204.66
39.08	210.11
16.13	213.11
-7	213.6
-30.06	211.59
-52.76	207.1
-71.29	227.54
-94.68	218.84
-117.04	207.75
-138.11	194.38
-157.67	178.88
-175.51	161.41
-191.42	142.18
-205.23	121.4
-216.8	99.28
-225.99	76.07
-232.7	52.03
-236.87	27.43
-238.44	2.52
-237.39	-22.42
-233.75	-47.11
-227.54	-71.29
-218.84	-94.68
-207.75	-117.04
-194.38	-138.11
-178.88	-157.67
-161.41	-175.51
-142.18	-191.42
-121.4	-205.23
-99.28	-216.8
-76.07	-225.99
-52.03	-232.7
-27.43	-236.87
-2.52	-238.44
22.42	-237.39
47.11	-233.75
71.29	-227.54
94.68	-218.84
117.04	-207.75
138.11	-194.38
157.67	-178.88
175.51	-161.41
191.42	-142.18
205.23	-121.4
216.8	-99.28
225.99	-76.07
232.7	-52.03
236.87	-27.43
238.44	-2.52
237.39	22.42
233.75	47.11
227.54	71.29
218.84	94.68
207.75	117.04
194.38	138.11
178.88	157.67
161.41	175.51
142.18	191.42
121.4	205.23
99.28	216.8
76.07	225.99
52.03	232.7
27.43	236.87
2.52	238.44
-22.42	237.39
-47.11	233.75
-71.29	227.54
-92.34	248.35
-116.99	237.73
-140.44	224.68
-162.45	209.32
-182.79	191.81
-201.26	172.33
-217.66	151.09
-231.83	128.29
-243.62	104.18
-252.91	79
-259.6	53.01
-263.63	26.47
-264.96	-0.34
-263.57	-27.14
-259.47	-53.67
-252.71	-79.64
-243.35	-104.8
-231.5	-128.88
-217.28	-151.64
-200.82	-172.84
-182.3	-192.27
-161.92	-209.73
-139.87	-225.03
-116.38	-238.03
-91.71	-248.58
-66.09	-256.59
-39.79	-261.96
-13.08	-264.64
13.76	-264.6
40.46	-261.85
66.74	-256.42
92.34	-248.35
116.99	-237.73
140.44	-224.68
162.45	-209.32
182.79	-191.81
201.26	-172.33
217.66	-151.09
231.83	-128.29
243.62	-104.18
252.91	-79
259.6	-53.01
263.63	-26.47
264.96	0.34
263.57	27.14
259.47	53.67
252.71	79.64
243.35	104.8
231.5	128.88
217.28	151.64
200.82	172.84
182.3	192.27
161.92	209.73
139.87	225.03
116.38	238.03
91.71	248.58
66.09	256.59
39.79	261.96
13.08	264.64
-13.76	264.6
-40.46	261.85
-66.74	256.42
-92.34	248.35
-116.04	269.46
-141.89	256.79
-166.38	241.64
-189.26	224.17
-210.32	204.54
-229.36	182.94
-246.19	159.58
-260.64	134.68
-272.59	108.48
-281.91	81.24
-288.51	53.22
-292.34	24.68
-293.35	-4.09
-291.54	-32.82
-286.92	-61.24
-279.53	-89.07
-269.46	-116.04
-256.79	-141.89
-241.64	-166.38
-224.17	-189.26
-204.54	-210.32
-182.94	-229.36
-159.58	-246.19
-134.68	-260.64
-108.48	-272.59
-81.24	-281.91
-53.22	-288.51
-24.68	-292.34
4.09	-293.35
32.82	-291.54
61.24	-286.92
89.07	-279.53
116.04	-269.46
141.89	-256.79
166.38	-241.64
189.26	-224.17
210.32	-204.54
229.36	-182.94
246.19	-159.58
260.64	-134.68
272.59	-108.48
281.91	-81.24
288.51	-53.22
292.34	-24.68
293.35	4.09
291.54	32.82
286.92	61.24
279.53	89.07
269.46	116.04
256.79	141.89
241.64	166.38
224.17	189.26
204.54	210.32
182.94	229.36
159.58	246.19
134.68	260.64
108.48	272.59
81.24	281.91
53.22	288.51
24.68	292.34
-4.09	293.35
-32.82	291.54
-61.24	286.92
-89.07	279.53
-116.04	269.46
